ReadingID,StationName,DateTime,RoadSurfaceTemperature,AirTemperature
0,SpokaneSwingBridge,2019-09-18T02:02:00.000,57.45,61.86
1,NE45StViaduct,2019-09-18T15:12:00.000,78.25,68.4
2,AlbroPlaceAirportWay,2019-09-17T02:17:00.000,18.76,27.24
3,AlbroPlaceAirportWay,2019-09-17T02:18:00.000,18.77,27.28
4,AlbroPlaceAirportWay,2019-09-17T02:19:00.000,18.78,27.3
5,AlbroPlaceAirportWay,2019-09-17T02:20:00.000,18.8,27.29
6,HarborAveUpperNorthBridge,2019-09-17T02:16:00.000,60.22,57.73
7,HarborAveUpperNorthBridge,2019-09-17T02:17:00.000,60.2,57.75
8,HarborAveUpperNorthBridge,2019-09-17T02:18:00.000,60.19,57.79
9,HarborAveUpperNorthBridge,2019-09-17T02:19:00.000,60.17,57.81
10,HarborAveUpperNorthBridge,2019-09-17T02:20:00.000,60.16,57.79
11,HarborAveUpperNorthBridge,2019-09-17T02:21:00.000,60.15,57.8
12,HarborAveUpperNorthBridge,2019-09-17T02:22:00.000,60.15,57.83
13,HarborAveUpperNorthBridge,2019-09-17T02:23:00.000,60.14,57.84
14,HarborAveUpperNorthBridge,2019-09-17T02:24:00.000,60.12,57.84
15,HarborAveUpperNorthBridge,2019-09-17T02:25:00.000,60.11,57.81
16,HarborAveUpperNorthBridge,2019-09-17T02:26:00.000,60.1,57.82
17,HarborAveUpperNorthBridge,2019-09-17T02:27:00.000,60.09,57.82
18,HarborAveUpperNorthBridge,2019-09-17T02:28:00.000,60.06,57.82
19,HarborAveUpperNorthBridge,2019-09-17T02:29:00.000,60.06,57.82
20,HarborAveUpperNorthBridge,2019-09-17T02:30:00.000,60.05,57.8
21,RooseveltWay_NE80thSt,2019-09-17T02:16:00.000,61.13,61.13
22,RooseveltWay_NE80thSt,2019-09-17T02:17:00.000,61.13,61.13
23,RooseveltWay_NE80thSt,2019-09-17T02:18:00.000,61.13,61.13
24,RooseveltWay_NE80thSt,2019-09-17T02:19:00.000,61.13,61.13
25,RooseveltWay_NE80thSt,2019-09-17T02:20:00.000,61.13,61.13
26,RooseveltWay_NE80thSt,2019-09-17T02:21:00.000,61.13,61.13
27,RooseveltWay_NE80thSt,2019-09-17T02:22:00.000,61.13,61.13
28,RooseveltWay_NE80thSt,2019-09-17T02:23:00.000,61.13,61.13
29,RooseveltWay_NE80thSt,2019-09-17T02:24:00.000,61.12,61.12
30,RooseveltWay_NE80thSt,2019-09-17T02:25:00.000,61.13,61.13
31,RooseveltWay_NE80thSt,2019-09-17T02:26:00.000,61.13,61.13
32,RooseveltWay_NE80thSt,2019-09-17T02:27:00.000,61.13,61.13
33,RooseveltWay_NE80thSt,2019-09-17T02:28:00.000,61.13,61.13
34,RooseveltWay_NE80thSt,2019-09-17T02:29:00.000,61.14,61.14
35,RooseveltWay_NE80thSt,2019-09-17T02:30:00.000,61.14,61.14
36,AlbroPlaceAirportWay,2019-09-17T02:26:00.000,18.84,27.17
37,AlbroPlaceAirportWay,2019-09-17T02:27:00.000,18.85,27.15
38,AlbroPlaceAirportWay,2019-09-17T02:28:00.000,18.86,27.15
39,AlbroPlaceAirportWay,2019-09-17T02:29:00.000,18.88,27.13
40,AlbroPlaceAirportWay,2019-09-17T02:30:00.000,18.88,27.12
41,AlbroPlaceAirportWay,2019-09-17T02:31:00.000,18.88,27.11
42,AlbroPlaceAirportWay,2019-09-17T02:32:00.000,18.9,27.09
43,AlbroPlaceAirportWay,2019-09-17T02:33:00.000,18.91,27.09
44,AlbroPlaceAirportWay,2019-09-17T02:34:00.000,18.92,27.09
45,AlbroPlaceAirportWay,2019-09-17T02:35:00.000,18.92,27.09
46,AlbroPlaceAirportWay,2019-09-17T02:36:00.000,18.93,27.09
47,AlbroPlaceAirportWay,2019-09-17T02:37:00.000,18.94,27.12
48,AlbroPlaceAirportWay,2019-09-17T02:38:00.000,18.96,27.13
49,AlbroPlaceAirportWay,2019-09-17T02:39:00.000,18.96,27.13
50,AlbroPlaceAirportWay,2019-09-17T02:40:00.000,18.96,27.09
51,35thAveSW_SWMyrtleSt,2019-09-17T02:26:00.000,63.77,63.77
52,35thAveSW_SWMyrtleSt,2019-09-17T02:27:00.000,63.77,63.77
53,35thAveSW_SWMyrtleSt,2019-09-17T02:28:00.000,63.77,63.77
54,35thAveSW_SWMyrtleSt,2019-09-17T02:29:00.000,63.77,63.77
55,35thAveSW_SWMyrtleSt,2019-09-17T02:30:00.000,63.77,63.77
56,35thAveSW_SWMyrtleSt,2019-09-17T02:31:00.000,63.77,63.77
57,35thAveSW_SWMyrtleSt,2019-09-17T02:32:00.000,63.77,63.77
58,35thAveSW_SWMyrtleSt,2019-09-17T02:33:00.000,63.77,63.77
59,35thAveSW_SWMyrtleSt,2019-09-17T02:34:00.000,63.76,63.76
60,35thAveSW_SWMyrtleSt,2019-09-17T02:35:00.000,63.77,63.77
61,35thAveSW_SWMyrtleSt,2019-09-17T02:36:00.000,63.76,63.76
62,35thAveSW_SWMyrtleSt,2019-09-17T02:37:00.000,63.76,63.76
63,35thAveSW_SWMyrtleSt,2019-09-17T02:38:00.000,63.75,63.75
64,35thAveSW_SWMyrtleSt,2019-09-17T02:39:00.000,63.74,63.74
65,35thAveSW_SWMyrtleSt,2019-09-17T02:40:00.000,63.73,63.73
66,NE45StViaduct,2019-09-17T02:26:00.000,62.7,58.34
67,NE45StViaduct,2019-09-17T02:27:00.000,62.69,58.38
68,NE45StViaduct,2019-09-17T02:28:00.000,62.68,58.39
69,NE45StViaduct,2019-09-17T02:29:00.000,62.66,58.39
70,NE45StViaduct,2019-09-17T02:30:00.000,62.65,58.41
71,NE45StViaduct,2019-09-17T02:31:00.000,62.64,58.43
72,NE45StViaduct,2019-09-17T02:32:00.000,62.63,58.47
73,NE45StViaduct,2019-09-17T02:33:00.000,62.62,58.5
74,NE45StViaduct,2019-09-17T02:34:00.000,62.6,58.53
75,NE45StViaduct,2019-09-17T02:35:00.000,62.59,58.53
76,NE45StViaduct,2019-09-17T02:36:00.000,62.58,58.53
77,NE45StViaduct,2019-09-17T02:37:00.000,62.56,58.55
78,NE45StViaduct,2019-09-17T02:38:00.000,62.55,58.56
79,NE45StViaduct,2019-09-17T02:39:00.000,62.54,58.6
80,NE45StViaduct,2019-09-17T02:40:00.000,62.53,58.62
81,MagnoliaBridge,2019-09-17T02:26:00.000,60.37,57.73
82,MagnoliaBridge,2019-09-17T02:27:00.000,60.36,57.76
83,MagnoliaBridge,2019-09-17T02:28:00.000,60.35,57.77
84,MagnoliaBridge,2019-09-17T02:29:00.000,60.34,57.77
85,MagnoliaBridge,2019-09-17T02:30:00.000,60.33,57.77
86,MagnoliaBridge,2019-09-17T02:31:00.000,60.32,57.74
87,MagnoliaBridge,2019-09-17T02:32:00.000,60.33,57.73
88,MagnoliaBridge,2019-09-17T02:33:00.000,60.33,57.74
89,MagnoliaBridge,2019-09-17T02:34:00.000,60.32,57.76
90,MagnoliaBridge,2019-09-17T02:35:00.000,60.29,57.73
91,MagnoliaBridge,2019-09-17T02:36:00.000,60.29,57.7
92,MagnoliaBridge,2019-09-17T02:37:00.000,60.29,57.69
93,MagnoliaBridge,2019-09-17T02:38:00.000,60.28,57.68
94,MagnoliaBridge,2019-09-17T02:39:00.000,60.28,57.66
95,MagnoliaBridge,2019-09-17T02:40:00.000,60.28,57.64
96,HarborAveUpperNorthBridge,2019-09-17T02:36:00.000,59.98,57.66
97,HarborAveUpperNorthBridge,2019-09-17T02:37:00.000,59.97,57.66
98,HarborAveUpperNorthBridge,2019-09-17T02:38:00.000,59.96,57.64
99,HarborAveUpperNorthBridge,2019-09-17T02:39:00.000,59.96,57.64
100,SpokaneSwingBridge,2019-09-17T14:17:00.000,62.5,62.02
101,AlbroPlaceAirportWay,2019-09-17T17:05:00.000,22.07,23.33
102,AuroraBridge,2019-09-17T17:57:00.000,62.97,60.3
103,35thAveSW_SWMyrtleSt,2019-09-17T18:20:00.000,64.28,64.28
104,RooseveltWay_NE80thSt,2019-09-17T18:17:00.000,61.63,61.63
105,RooseveltWay_NE80thSt,2019-09-17T18:20:00.000,61.59,61.59
106,RooseveltWay_NE80thSt,2019-09-17T18:26:00.000,61.55,61.55
107,SpokaneSwingBridge,2019-09-17T18:25:00.000,62.42,63.94
108,AuroraBridge,2019-09-17T18:22:00.000,62.92,59.2
109,MagnoliaBridge,2019-09-17T18:18:00.000,60.38,59.11
110,MagnoliaBridge,2019-09-17T18:29:00.000,60.05,58.95
111,NE45StViaduct,2019-09-17T18:23:00.000,61.72,60.5
112,HarborAveUpperNorthBridge,2019-09-17T18:39:00.000,63.54,59.7
113,35thAveSW_SWMyrtleSt,2019-09-17T18:26:00.000,64.23,64.23
114,35thAveSW_SWMyrtleSt,2019-09-17T18:29:00.000,64.2,64.2
115,AlbroPlaceAirportWay,2019-09-17T18:35:00.000,22.04,24.35
116,RooseveltWay_NE80thSt,2019-09-17T18:26:00.000,61.55,61.55
117,RooseveltWay_NE80thSt,2019-09-17T18:32:00.000,61.48,61.48
118,SpokaneSwingBridge,2019-09-17T18:31:00.000,62.36,64.35
119,AuroraBridge,2019-09-17T18:31:00.000,62.88,59.62
120,NE45StViaduct,2019-09-17T18:33:00.000,61.61,60.67
121,MagnoliaBridge,2019-09-17T18:32:00.000,60.0,58.95
122,35thAveSW_SWMyrtleSt,2019-09-17T18:43:00.000,64.07,64.07
123,35thAveSW_SWMyrtleSt,2019-09-17T18:50:00.000,64.01,64.01
124,AuroraBridge,2019-09-17T18:45:00.000,62.83,59.87
125,SpokaneSwingBridge,2019-09-17T18:38:00.000,62.3,64.35
126,SpokaneSwingBridge,2019-09-17T18:46:00.000,62.17,64.0
127,MagnoliaBridge,2019-09-17T18:36:00.000,59.91,59.28
128,MagnoliaBridge,2019-09-17T18:42:00.000,59.74,59.44
129,MagnoliaBridge,2019-09-17T18:44:00.000,59.7,59.57
130,NE45StViaduct,2019-09-17T18:41:00.000,61.48,60.66
131,35thAveSW_SWMyrtleSt,2019-09-17T18:49:00.000,64.02,64.02
132,35thAveSW_SWMyrtleSt,2019-09-17T18:56:00.000,63.92,63.92
133,RooseveltWay_NE80thSt,2019-09-17T18:57:00.000,60.94,60.94
134,NE45StViaduct,2019-09-17T18:51:00.000,61.26,60.49
135,NE45StViaduct,2019-09-17T19:00:00.000,61.03,60.35
136,AuroraBridge,2019-09-17T18:48:00.000,62.84,59.65
137,MagnoliaBridge,2019-09-17T18:49:00.000,59.56,59.69
138,MagnoliaBridge,2019-09-17T18:53:00.000,59.48,59.74
139,MagnoliaBridge,2019-09-17T18:59:00.000,59.3,59.71
140,AlbroPlaceAirportWay,2019-09-17T18:51:00.000,22.06,24.89
141,AlbroPlaceAirportWay,2019-09-17T19:03:00.000,22.06,25.06
142,HarborAveUpperNorthBridge,2019-09-17T19:02:00.000,63.13,59.31
143,AlbroPlaceAirportWay,2019-09-17T19:06:00.000,22.08,25.02
144,RooseveltWay_NE80thSt,2019-09-17T19:06:00.000,60.68,60.68
145,SpokaneSwingBridge,2019-09-17T19:04:00.000,61.87,64.41
146,SpokaneSwingBridge,2019-09-17T19:07:00.000,61.83,64.27
147,NE45StViaduct,2019-09-17T18:59:00.000,61.05,60.34
148,NE45StViaduct,2019-09-17T19:09:00.000,60.82,60.05
149,MagnoliaBridge,2019-09-17T18:57:00.000,59.37,59.79
150,MagnoliaBridge,2019-09-17T19:09:00.000,59.17,59.43
151,35thAveSW_SWMyrtleSt,2019-09-17T19:08:00.000,63.83,63.83
152,35thAveSW_SWMyrtleSt,2019-09-17T19:16:00.000,63.74,63.74
153,HarborAveUpperNorthBridge,2019-09-17T19:09:00.000,63.0,59.26
154,AlbroPlaceAirportWay,2019-09-17T19:14:00.000,22.1,25.03
155,AlbroPlaceAirportWay,2019-09-17T19:17:00.000,22.1,25.01
156,HarborAveUpperNorthBridge,2019-09-17T19:17:00.000,62.85,59.18
157,SpokaneSwingBridge,2019-09-17T19:05:00.000,61.85,64.52
158,RooseveltWay_NE80thSt,2019-09-17T19:10:00.000,60.58,60.58
159,RooseveltWay_NE80thSt,2019-09-17T19:19:00.000,60.36,60.36
160,NE45StViaduct,2019-09-17T19:14:00.000,60.71,59.74
161,AuroraBridge,2019-09-17T19:07:00.000,62.79,59.16
162,AuroraBridge,2019-09-17T19:12:00.000,62.74,59.74
163,AuroraBridge,2019-09-17T19:15:00.000,62.7,59.64
164,AuroraBridge,2019-09-17T19:18:00.000,62.69,59.55
165,HarborAveUpperNorthBridge,2019-09-17T19:18:00.000,62.83,59.18
166,HarborAveUpperNorthBridge,2019-09-17T19:25:00.000,62.61,59.09
167,AlbroPlaceAirportWay,2019-09-17T19:30:00.000,22.13,25.11
168,35thAveSW_SWMyrtleSt,2019-09-17T19:23:00.000,63.69,63.69
169,NE45StViaduct,2019-09-17T19:20:00.000,60.59,59.51
170,NE45StViaduct,2019-09-17T19:22:00.000,60.55,59.46
171,MagnoliaBridge,2019-09-17T19:16:00.000,59.08,59.34
172,MagnoliaBridge,2019-09-17T19:22:00.000,59.03,59.03
173,SpokaneSwingBridge,2019-09-17T19:22:00.000,61.57,64.82
174,SpokaneSwingBridge,2019-09-17T19:25:00.000,61.48,64.98
175,35thAveSW_SWMyrtleSt,2019-09-17T19:37:00.000,63.64,63.64
176,HarborAveUpperNorthBridge,2019-09-17T19:28:00.000,62.48,59.15
177,AlbroPlaceAirportWay,2019-09-17T19:27:00.000,22.12,25.05
178,AlbroPlaceAirportWay,2019-09-17T19:36:00.000,22.14,25.2
179,RooseveltWay_NE80thSt,2019-09-17T19:31:00.000,60.18,60.18
180,RooseveltWay_NE80thSt,2019-09-17T19:36:00.000,60.11,60.11
181,RooseveltWay_NE80thSt,2019-09-17T19:39:00.000,60.07,60.07
182,AuroraBridge,2019-09-17T19:39:00.000,62.44,58.82
183,NE45StViaduct,2019-09-17T19:32:00.000,60.38,59.39
184,MagnoliaBridge,2019-09-17T19:33:00.000,58.95,58.83
185,MagnoliaBridge,2019-09-17T19:38:00.000,58.95,58.88
186,SpokaneSwingBridge,2019-09-17T19:38:00.000,61.1,64.44
187,HarborAveUpperNorthBridge,2019-09-17T19:42:00.000,62.07,59.0
188,AlbroPlaceAirportWay,2019-09-17T19:40:00.000,22.16,25.28
189,35thAveSW_SWMyrtleSt,2019-09-17T19:40:00.000,63.62,63.62
190,35thAveSW_SWMyrtleSt,2019-09-17T19:44:00.000,63.6,63.6
191,RooseveltWay_NE80thSt,2019-09-17T19:38:00.000,60.09,60.09
192,AuroraBridge,2019-09-17T19:38:00.000,62.47,58.9
193,AuroraBridge,2019-09-17T19:46:00.000,62.37,58.84
194,MagnoliaBridge,2019-09-17T19:48:00.000,58.9,58.89
195,NE45StViaduct,2019-09-17T19:38:00.000,60.29,59.34
196,NE45StViaduct,2019-09-17T19:41:00.000,60.25,59.34
197,NE45StViaduct,2019-09-17T19:47:00.000,60.18,59.4
198,NE45StViaduct,2019-09-17T19:49:00.000,60.16,59.45
199,HarborAveUpperNorthBridge,2019-09-17T19:58:00.000,61.56,58.81
200,RooseveltWay_NE80thSt,2019-09-17T19:50:00.000,59.97,59.97
201,RooseveltWay_NE80thSt,2019-09-17T19:59:00.000,59.9,59.9
202,HarborAveUpperNorthBridge,2019-09-17T02:11:00.000,60.28,57.62
203,HarborAveUpperNorthBridge,2019-09-17T02:12:00.000,60.26,57.63
204,HarborAveUpperNorthBridge,2019-09-17T02:13:00.000,60.24,57.63
205,HarborAveUpperNorthBridge,2019-09-17T02:14:00.000,60.24,57.67
206,HarborAveUpperNorthBridge,2019-09-17T02:15:00.000,60.23,57.7
207,HarborAveUpperNorthBridge,2019-09-17T02:16:00.000,60.22,57.73
208,HarborAveUpperNorthBridge,2019-09-17T02:17:00.000,60.2,57.75
209,HarborAveUpperNorthBridge,2019-09-17T02:18:00.000,60.19,57.79
210,HarborAveUpperNorthBridge,2019-09-17T02:19:00.000,60.17,57.81
211,HarborAveUpperNorthBridge,2019-09-17T02:20:00.000,60.16,57.79
212,RooseveltWay_NE80thSt,2019-09-17T02:06:00.000,61.13,61.13
213,RooseveltWay_NE80thSt,2019-09-17T02:07:00.000,61.13,61.13
214,RooseveltWay_NE80thSt,2019-09-17T02:08:00.000,61.13,61.13
215,RooseveltWay_NE80thSt,2019-09-17T02:09:00.000,61.13,61.13
216,RooseveltWay_NE80thSt,2019-09-17T02:10:00.000,61.13,61.13
217,RooseveltWay_NE80thSt,2019-09-17T02:11:00.000,61.13,61.13
218,RooseveltWay_NE80thSt,2019-09-17T02:12:00.000,61.14,61.14
219,RooseveltWay_NE80thSt,2019-09-17T02:13:00.000,61.14,61.14
220,RooseveltWay_NE80thSt,2019-09-17T02:14:00.000,61.13,61.13
221,RooseveltWay_NE80thSt,2019-09-17T02:15:00.000,61.13,61.13
222,RooseveltWay_NE80thSt,2019-09-17T02:16:00.000,61.13,61.13
223,RooseveltWay_NE80thSt,2019-09-17T02:17:00.000,61.13,61.13
224,RooseveltWay_NE80thSt,2019-09-17T02:18:00.000,61.13,61.13
225,RooseveltWay_NE80thSt,2019-09-17T02:19:00.000,61.13,61.13
226,RooseveltWay_NE80thSt,2019-09-17T02:20:00.000,61.13,61.13
227,SpokaneSwingBridge,2019-09-17T02:06:00.000,58.54,62.62
228,SpokaneSwingBridge,2019-09-17T02:07:00.000,58.54,62.64
229,SpokaneSwingBridge,2019-09-17T02:08:00.000,58.54,62.7
230,SpokaneSwingBridge,2019-09-17T02:09:00.000,58.54,62.74
231,SpokaneSwingBridge,2019-09-17T02:10:00.000,58.54,62.79
232,SpokaneSwingBridge,2019-09-17T02:11:00.000,58.53,62.9
233,SpokaneSwingBridge,2019-09-17T02:12:00.000,58.53,62.89
234,SpokaneSwingBridge,2019-09-17T02:13:00.000,58.52,62.87
235,SpokaneSwingBridge,2019-09-17T02:14:00.000,58.52,62.92
236,SpokaneSwingBridge,2019-09-17T02:15:00.000,58.51,62.91
237,SpokaneSwingBridge,2019-09-17T02:16:00.000,58.51,62.82
238,SpokaneSwingBridge,2019-09-17T02:17:00.000,58.5,62.84
239,SpokaneSwingBridge,2019-09-17T02:18:00.000,58.5,62.96
240,SpokaneSwingBridge,2019-09-17T02:19:00.000,58.5,62.95
241,SpokaneSwingBridge,2019-09-17T02:20:00.000,58.49,63.13
242,35thAveSW_SWMyrtleSt,2019-09-17T02:16:00.000,63.86,63.86
243,35thAveSW_SWMyrtleSt,2019-09-17T02:17:00.000,63.85,63.85
244,35thAveSW_SWMyrtleSt,2019-09-17T02:18:00.000,63.84,63.84
245,35thAveSW_SWMyrtleSt,2019-09-17T02:19:00.000,63.83,63.83
246,35thAveSW_SWMyrtleSt,2019-09-17T02:20:00.000,63.82,63.82
247,35thAveSW_SWMyrtleSt,2019-09-17T02:21:00.000,63.82,63.82
248,35thAveSW_SWMyrtleSt,2019-09-17T02:22:00.000,63.81,63.81
249,35thAveSW_SWMyrtleSt,2019-09-17T02:23:00.000,63.8,63.8
250,35thAveSW_SWMyrtleSt,2019-09-17T02:24:00.000,63.78,63.78
251,35thAveSW_SWMyrtleSt,2019-09-17T02:25:00.000,63.78,63.78
252,35thAveSW_SWMyrtleSt,2019-09-17T02:26:00.000,63.77,63.77
253,35thAveSW_SWMyrtleSt,2019-09-17T02:27:00.000,63.77,63.77
254,35thAveSW_SWMyrtleSt,2019-09-17T02:28:00.000,63.77,63.77
255,35thAveSW_SWMyrtleSt,2019-09-17T02:29:00.000,63.77,63.77
256,35thAveSW_SWMyrtleSt,2019-09-17T02:30:00.000,63.77,63.77
257,AlbroPlaceAirportWay,2019-09-17T02:16:00.000,18.76,27.23
258,AlbroPlaceAirportWay,2019-09-17T02:17:00.000,18.76,27.24
259,AlbroPlaceAirportWay,2019-09-17T02:18:00.000,18.77,27.28
260,AlbroPlaceAirportWay,2019-09-17T02:19:00.000,18.78,27.3
261,AlbroPlaceAirportWay,2019-09-17T02:20:00.000,18.8,27.29
262,AlbroPlaceAirportWay,2019-09-17T02:21:00.000,18.8,27.28
263,AlbroPlaceAirportWay,2019-09-17T02:22:00.000,18.8,27.25
264,AlbroPlaceAirportWay,2019-09-17T02:23:00.000,18.82,27.23
265,AlbroPlaceAirportWay,2019-09-17T02:24:00.000,18.82,27.21
266,AlbroPlaceAirportWay,2019-09-17T02:25:00.000,18.84,27.2
267,AlbroPlaceAirportWay,2019-09-17T02:26:00.000,18.84,27.17
268,AlbroPlaceAirportWay,2019-09-17T02:27:00.000,18.85,27.15
269,AlbroPlaceAirportWay,2019-09-17T02:28:00.000,18.86,27.15
270,AlbroPlaceAirportWay,2019-09-17T02:29:00.000,18.88,27.13
271,AlbroPlaceAirportWay,2019-09-17T02:30:00.000,18.88,27.12
272,NE45StViaduct,2019-09-17T02:16:00.000,62.83,58.17
273,AuroraBridge,2020-05-20T09:36:00.000,62.28,53.31
274,AuroraBridge,2020-05-26T13:17:00.000,67.72,61.37
275,AuroraBridge,2020-05-26T13:18:00.000,67.77,61.31
276,AuroraBridge,2020-05-26T13:19:00.000,67.82,61.48
277,AuroraBridge,2020-05-26T13:20:00.000,67.87,61.61
278,AuroraBridge,2020-05-26T13:21:00.000,67.92,61.65
279,AuroraBridge,2020-05-26T13:22:00.000,67.96,61.61
280,AuroraBridge,2020-05-26T13:23:00.000,68.01,61.42
281,AuroraBridge,2020-05-26T13:24:00.000,68.05,61.41
282,AuroraBridge,2020-05-26T13:25:00.000,68.08,61.35
283,AuroraBridge,2020-05-26T13:26:00.000,68.12,61.38
284,AuroraBridge,2020-05-26T13:27:00.000,68.15,61.45
285,AuroraBridge,2020-05-26T13:28:00.000,68.18,61.14
286,AuroraBridge,2020-05-26T13:29:00.000,68.2,61.01
287,AuroraBridge,2020-05-26T13:30:00.000,68.24,60.98
288,RooseveltWay_NE80thSt,2020-05-26T13:26:00.000,70.98,70.98
289,RooseveltWay_NE80thSt,2020-05-26T13:27:00.000,70.97,70.97
290,RooseveltWay_NE80thSt,2020-05-26T13:28:00.000,70.97,70.97
291,RooseveltWay_NE80thSt,2020-05-26T13:29:00.000,70.98,70.98
292,RooseveltWay_NE80thSt,2020-05-26T13:30:00.000,70.98,70.98
293,RooseveltWay_NE80thSt,2020-05-26T13:31:00.000,70.98,70.98
294,RooseveltWay_NE80thSt,2020-05-26T13:32:00.000,70.97,70.97
295,RooseveltWay_NE80thSt,2020-05-26T13:33:00.000,70.97,70.97
296,RooseveltWay_NE80thSt,2020-05-26T13:34:00.000,70.97,70.97
297,RooseveltWay_NE80thSt,2020-05-26T13:35:00.000,70.98,70.98
298,RooseveltWay_NE80thSt,2020-05-26T13:36:00.000,70.99,70.99
299,RooseveltWay_NE80thSt,2020-05-26T13:37:00.000,71.02,71.02
300,RooseveltWay_NE80thSt,2020-05-26T13:38:00.000,71.04,71.04
301,RooseveltWay_NE80thSt,2020-05-26T13:39:00.000,71.06,71.06
302,RooseveltWay_NE80thSt,2020-05-26T14:56:00.000,80.6,80.6
303,35thAveSW_SWMyrtleSt,2020-05-26T15:43:00.000,64.36,64.36
304,AlbroPlaceAirportWay,2020-05-26T16:06:00.000,18.48,19.18
305,RooseveltWay_NE80thSt,2020-05-26T16:12:00.000,74.2,74.2
306,RooseveltWay_NE80thSt,2020-05-26T16:19:00.000,73.73,73.73
307,AuroraBridge,2020-05-26T16:14:00.000,68.88,64.36
308,MagnoliaBridge,2020-05-26T16:14:00.000,90.3,68.12
309,NE45StViaduct,2020-05-26T16:10:00.000,79.95,68.0
310,NE45StViaduct,2020-05-26T16:20:00.000,79.92,66.23
311,SpokaneSwingBridge,2020-05-26T16:07:00.000,85.7,69.14
312,SpokaneSwingBridge,2020-05-26T16:16:00.000,86.1,69.24
313,AlbroPlaceAirportWay,2020-05-26T16:16:00.000,18.29,18.91
314,HarborAveUpperNorthBridge,2020-05-26T16:17:00.000,93.5,64.14
315,AlbroPlaceAirportWay,2020-05-26T16:30:00.000,17.98,18.01
316,HarborAveUpperNorthBridge,2020-05-26T16:28:00.000,93.7,65.18
317,HarborAveUpperNorthBridge,2020-05-26T16:30:00.000,93.8,65.33
318,NE45StViaduct,2020-05-26T16:22:00.000,79.85,65.89
319,AuroraBridge,2020-05-26T16:26:00.000,68.75,65.43
320,MagnoliaBridge,2020-05-26T16:17:00.000,90.3,68.28
321,SpokaneSwingBridge,2020-05-26T16:17:00.000,86.2,69.29
322,35thAveSW_SWMyrtleSt,2020-05-26T16:19:00.000,64.81,64.81
323,35thAveSW_SWMyrtleSt,2020-05-26T16:29:00.000,64.98,64.98
324,35thAveSW_SWMyrtleSt,2020-05-26T16:32:00.000,65.05,65.05
325,HarborAveUpperNorthBridge,2020-05-26T16:29:00.000,93.8,65.24
326,HarborAveUpperNorthBridge,2020-05-26T16:34:00.000,93.9,64.49
327,NE45StViaduct,2020-05-26T16:34:00.000,79.4,65.53
328,NE45StViaduct,2020-05-26T16:38:00.000,79.25,65.42
329,SpokaneSwingBridge,2020-05-26T16:29:00.000,86.5,69.51
330,MagnoliaBridge,2020-05-26T16:33:00.000,90.1,69.04
331,HarborAveUpperNorthBridge,2020-05-26T16:44:00.000,94.0,64.5
332,RooseveltWay_NE80thSt,2020-05-26T16:37:00.000,72.6,72.6
333,AlbroPlaceAirportWay,2020-05-26T16:38:00.000,17.8,18.19
334,AlbroPlaceAirportWay,2020-05-26T16:40:00.000,17.76,18.53
335,AlbroPlaceAirportWay,2020-05-26T16:44:00.000,17.66,18.25
336,AuroraBridge,2020-05-26T16:42:00.000,68.59,64.7
337,MagnoliaBridge,2020-05-26T16:42:00.000,89.8,68.48
338,MagnoliaBridge,2020-05-26T16:50:00.000,89.4,68.43
339,NE45StViaduct,2020-05-26T16:42:00.000,79.06,65.5
340,35thAveSW_SWMyrtleSt,2020-05-26T16:39:00.000,65.15,65.15
341,SpokaneSwingBridge,2020-05-26T16:37:00.000,86.7,69.53
342,SpokaneSwingBridge,2020-05-26T16:41:00.000,86.8,69.89
343,RooseveltWay_NE80thSt,2020-05-26T16:51:00.000,71.85,71.85
344,HarborAveUpperNorthBridge,2020-05-26T16:50:00.000,94.0,64.81
345,HarborAveUpperNorthBridge,2020-05-26T16:54:00.000,94.1,64.5
346,HarborAveUpperNorthBridge,2020-05-26T16:58:00.000,94.1,64.63
347,AlbroPlaceAirportWay,2020-05-26T16:52:00.000,17.47,18.7
348,NE45StViaduct,2020-05-26T16:47:00.000,78.75,65.37
349,NE45StViaduct,2020-05-26T16:56:00.000,78.81,65.93
350,AuroraBridge,2020-05-26T16:49:00.000,68.54,64.97
351,AuroraBridge,2020-05-26T16:51:00.000,68.52,64.97
352,AuroraBridge,2020-05-26T16:57:00.000,68.5,65.46
353,MagnoliaBridge,2020-05-26T16:58:00.000,89.2,68.33
354,35thAveSW_SWMyrtleSt,2020-05-26T16:52:00.000,65.34,65.34
355,35thAveSW_SWMyrtleSt,2020-05-26T16:55:00.000,65.39,65.39
356,SpokaneSwingBridge,2020-05-26T16:47:00.000,86.8,69.78
357,SpokaneSwingBridge,2020-05-26T16:49:00.000,86.9,69.98
358,SpokaneSwingBridge,2020-05-26T17:00:00.000,87.0,70.2
359,RooseveltWay_NE80thSt,2020-05-26T16:58:00.000,71.4,71.4
360,RooseveltWay_NE80thSt,2020-05-26T17:07:00.000,70.86,70.86
361,35thAveSW_SWMyrtleSt,2020-05-26T17:06:00.000,65.54,65.54
362,AlbroPlaceAirportWay,2020-05-26T16:56:00.000,17.37,18.07
363,AlbroPlaceAirportWay,2020-05-26T17:10:00.000,17.04,18.6
364,NE45StViaduct,2020-05-26T16:56:00.000,78.81,65.93
365,MagnoliaBridge,2020-05-26T16:57:00.000,89.2,68.44
366,MagnoliaBridge,2020-05-26T17:04:00.000,88.8,67.49
